revid_ctxt,date,rev_time,editor,link,rev_id,token_id,pos,in,out,action,duplicated,left,token,right,nationality,birth_place,Link,Bulk,ali comment,fabian_comment,cluster_4,cluster_10
407293637,2011-01-01,2011-01-11 17:04:11,0|82.9.26.140,http://en.wikipedia.org/w/index.php?&diff=407298862,407298862,7807,2605,1,2498,out,TRUE," development company ltd , which in 1928 made the first transatlantic television transmission , from",london," to [[ hartsdale ]] , new york , and the first television programme for",N,N,N,Y,,,-1,48
407293637,2011-01-01,2011-01-11 17:04:11,0|82.9.26.140,http://en.wikipedia.org/w/index.php?&diff=407298862,407298862,7868,2703,1,2498,out,TRUE," 150 & nbsp ; cm ) , in 1930 at the [[ coliseum theatre |",london," coliseum ]] , berlin , paris , and [[ stockholm ]] . < ref",N,N,Right,Y,,,-1,48
407293637,2011-01-01,2011-01-11 17:04:11,0|82.9.26.140,http://en.wikipedia.org/w/index.php?&diff=407298862,407298862,11605,3136,1,2498,out,TRUE, they proved serviceable though prone to dropouts and other problems . farnsworth himself came to,london, to baird ' s [[ the crystal palace | crystal palace ]] laboratories in,N,N,N,Y,,,-1,48
407299122,2011-01-01,2011-01-11 17:05:29,11795830,http://en.wikipedia.org/w/index.php?&diff=407299122,407299122,9360,1302,2498,1,rein,TRUE," amplification . < ref > t . thorne baker , wireless pictures and television .",london," : constable & company , 1926 . , pp . 28 , 29 ,",N,N,N,Y,,,-1,48
407299122,2011-01-01,2011-01-11 17:05:29,11795830,http://en.wikipedia.org/w/index.php?&diff=407299122,407299122,12696,1692,2498,1,rein,TRUE," quit his [[ hastings ]] workshop and he moved to upstairs rooms in soho ,",london, where he made a technical breakthrough . baird gave the first public demonstration of,N,N,N,Y,,,-1,48
407299122,2011-01-01,2011-01-11 17:05:29,11795830,http://en.wikipedia.org/w/index.php?&diff=407299122,407299122,1391,1719,2498,1,rein,TRUE, public demonstration of moving silhouette images by television at [[ selfridges ]] department store in,london, in a three - week series of demonstrations beginning on 25 march 1925 .,N,N,N,Y,,,-1,48
407299122,2011-01-01,2011-01-11 17:05:29,11795830,http://en.wikipedia.org/w/index.php?&diff=407299122,407299122,3994,2050,2498,1,rein,TRUE, his laboratory at 22 [[ frith street ]] in the [[ soho ]] district of,london," . < ref > kamm and baird , ' ' john logie baird :",N,N,N,Y,,,-1,48
407299122,2011-01-01,2011-01-11 17:05:29,11795830,http://en.wikipedia.org/w/index.php?&diff=407299122,407299122,7687,2405,2498,1,rein,TRUE, signal over {{ convert | 438 | mi | km }} of telephone line between,london, and [[ glasgow ]] ; baird transmitted the world ' s first long -,N,N,N,Y,,,-1,48
407299122,2011-01-01,2011-01-11 17:05:29,11795830,http://en.wikipedia.org/w/index.php?&diff=407299122,407299122,7807,2605,2498,1,rein,TRUE," development company ltd , which in 1928 made the first transatlantic television transmission , from",london," to [[ hartsdale ]] , new york , and the first television programme for",N,N,N,Y,,,-1,48
407299122,2011-01-01,2011-01-11 17:05:29,11795830,http://en.wikipedia.org/w/index.php?&diff=407299122,407299122,7868,2703,2498,1,rein,TRUE," 150 & nbsp ; cm ) , in 1930 at the [[ coliseum theatre |",london," coliseum ]] , berlin , paris , and [[ stockholm ]] . < ref",N,N,Right,Y,,,-1,48
407299122,2011-01-01,2011-01-11 17:05:29,11795830,http://en.wikipedia.org/w/index.php?&diff=407299122,407299122,11605,3136,2498,1,rein,TRUE, they proved serviceable though prone to dropouts and other problems . farnsworth himself came to,london, to baird ' s [[ the crystal palace | crystal palace ]] laboratories in,N,N,N,Y,,,-1,48
424707827,2011-04-01,2011-04-18 16:33:10,0|86.183.175.94,http://en.wikipedia.org/w/index.php?&diff=424708497,424708497,12842,4114,0,24,out,TRUE, there is a working model of the baird televisor at the [[ science museum (,london, ) | science museum ]] in london . = = later years = =,N,N,N,Y,,,95,-1
424707827,2011-04-01,2011-04-18 16:33:10,0|86.183.175.94,http://en.wikipedia.org/w/index.php?&diff=424708497,424708497,12849,4121,0,24,out,TRUE, baird televisor at the [[ science museum ( london ) | science museum ]] in,london, . = = later years = = from december 1944 until his death two,N,N,N,Y,,,95,-1
439905547,2011-07-01,2011-07-17 06:42:49,11066507,http://en.wikipedia.org/w/index.php?&diff=439905547,439905547,16705,5259,192,0,in,FALSE," & ved = 0ceeq6aewbjgk # v = onepage & q & f = true """,london," station to serve ten million people "" ' ' popular mechanics ' ' ,",N,N,N,Y,,,-1,-1
446303961,2011-08-01,2011-08-23 11:44:42,7830895,http://en.wikipedia.org/w/index.php?&diff=446303961,446303961,16860,2861,18,1,in,FALSE," 1936 , from [[ alexandra palace ]] located on the high ground of the north",london," ridge , the bbc began alternating baird 240 - line transmissions with emi '",N,N,N,Y,Question,,-1,-1
448025478,2011-09-01,2011-09-02 11:49:26,15254905,http://en.wikipedia.org/w/index.php?&diff=448026229,448026229,9360,1334,6,2537,out,TRUE," amplification . < ref > t . thorne baker , wireless pictures and television .",london," : constable & company , 1926 . , pp . 28 , 29 ,",N,N,N,Y,,,31,-1
448025478,2011-09-01,2011-09-02 11:49:26,15254905,http://en.wikipedia.org/w/index.php?&diff=448026229,448026229,12696,1763,6,2537,out,TRUE," quit his [[ hastings ]] workshop and he moved to upstairs rooms in soho ,",london, where he made a technical breakthrough . baird gave the first public demonstration of,N,N,N,Y,,,31,-1
448025478,2011-09-01,2011-09-02 11:49:26,15254905,http://en.wikipedia.org/w/index.php?&diff=448026229,448026229,1391,1790,6,2537,out,TRUE, public demonstration of moving silhouette images by television at [[ selfridges ]] department store in,london, in a three - week series of demonstrations beginning on 25 march 1925 .,N,N,N,Y,,,31,-1
448025478,2011-09-01,2011-09-02 11:49:26,15254905,http://en.wikipedia.org/w/index.php?&diff=448026229,448026229,3994,2121,6,2537,out,TRUE, his laboratory at 22 [[ frith street ]] in the [[ soho ]] district of,london," . < ref > kamm and baird , ' ' john logie baird :",N,N,N,Y,,,-1,-1
448025478,2011-09-01,2011-09-02 11:49:26,15254905,http://en.wikipedia.org/w/index.php?&diff=448026229,448026229,7687,2436,6,2537,out,TRUE, signal over {{ convert | 438 | mi | km }} of telephone line between,london, and [[ glasgow ]] ; baird transmitted the world ' s first long -,N,N,N,Y,,,-1,-1
448025478,2011-09-01,2011-09-02 11:49:26,15254905,http://en.wikipedia.org/w/index.php?&diff=448026229,448026229,7807,2627,6,2537,out,TRUE," development company ltd , which in 1928 made the first transatlantic television transmission , from",london," to [[ hartsdale ]] , new york , and the first television programme for",N,N,N,Y,,,-1,-1
448025478,2011-09-01,2011-09-02 11:49:26,15254905,http://en.wikipedia.org/w/index.php?&diff=448026229,448026229,7868,2725,6,2537,out,TRUE," 150 & nbsp ; cm ) , in 1930 at the [[ coliseum theatre |",london," coliseum ]] , berlin , paris , and [[ stockholm ]] . < ref",N,N,Right,Y,,,-1,-1
448025478,2011-09-01,2011-09-02 11:49:26,15254905,http://en.wikipedia.org/w/index.php?&diff=448026229,448026229,16860,2920,6,2537,out,TRUE," 1936 , from [[ alexandra palace ]] located on the high ground of the north",london," ridge , the bbc began alternating baird 240 - line transmissions with emi '",N,N,N,Y,,,-1,-1
448025478,2011-09-01,2011-09-02 11:49:26,15254905,http://en.wikipedia.org/w/index.php?&diff=448026229,448026229,11605,3206,6,2537,out,TRUE, they proved serviceable though prone to dropouts and other problems . farnsworth himself came to,london, to baird ' s [[ the crystal palace | crystal palace ]] laboratories in,N,N,N,Y,,,-1,-1
448026278,2011-09-01,2011-09-02 11:49:54,10846722,http://en.wikipedia.org/w/index.php?&diff=448026278,448026278,9360,1334,2537,6,rein,TRUE," amplification . < ref > t . thorne baker , wireless pictures and television .",london," : constable & company , 1926 . , pp . 28 , 29 ,",N,N,N,Y,,,-1,48
448026278,2011-09-01,2011-09-02 11:49:54,10846722,http://en.wikipedia.org/w/index.php?&diff=448026278,448026278,12696,1763,2537,6,rein,TRUE," quit his [[ hastings ]] workshop and he moved to upstairs rooms in soho ,",london, where he made a technical breakthrough . baird gave the first public demonstration of,N,N,N,Y,,,-1,48
448026278,2011-09-01,2011-09-02 11:49:54,10846722,http://en.wikipedia.org/w/index.php?&diff=448026278,448026278,1391,1790,2537,6,rein,TRUE, public demonstration of moving silhouette images by television at [[ selfridges ]] department store in,london, in a three - week series of demonstrations beginning on 25 march 1925 .,N,N,N,Y,,,-1,48
448026278,2011-09-01,2011-09-02 11:49:54,10846722,http://en.wikipedia.org/w/index.php?&diff=448026278,448026278,3994,2121,2537,6,rein,TRUE, his laboratory at 22 [[ frith street ]] in the [[ soho ]] district of,london," . < ref > kamm and baird , ' ' john logie baird :",N,N,N,Y,,,-1,48
448026278,2011-09-01,2011-09-02 11:49:54,10846722,http://en.wikipedia.org/w/index.php?&diff=448026278,448026278,7687,2436,2537,6,rein,TRUE, signal over {{ convert | 438 | mi | km }} of telephone line between,london, and [[ glasgow ]] ; baird transmitted the world ' s first long -,N,N,N,Y,,,-1,48
448026278,2011-09-01,2011-09-02 11:49:54,10846722,http://en.wikipedia.org/w/index.php?&diff=448026278,448026278,7807,2627,2537,6,rein,TRUE," development company ltd , which in 1928 made the first transatlantic television transmission , from",london," to [[ hartsdale ]] , new york , and the first television programme for",N,N,N,Y,,,-1,48
448026278,2011-09-01,2011-09-02 11:49:54,10846722,http://en.wikipedia.org/w/index.php?&diff=448026278,448026278,7868,2725,2537,6,rein,TRUE," 150 & nbsp ; cm ) , in 1930 at the [[ coliseum theatre |",london," coliseum ]] , berlin , paris , and [[ stockholm ]] . < ref",N,N,Right,Y,,,-1,48
448026278,2011-09-01,2011-09-02 11:49:54,10846722,http://en.wikipedia.org/w/index.php?&diff=448026278,448026278,16860,2920,2537,6,rein,TRUE," 1936 , from [[ alexandra palace ]] located on the high ground of the north",london," ridge , the bbc began alternating baird 240 - line transmissions with emi '",N,N,N,Y,,,-1,48
448026278,2011-09-01,2011-09-02 11:49:54,10846722,http://en.wikipedia.org/w/index.php?&diff=448026278,448026278,11605,3206,2537,6,rein,TRUE, they proved serviceable though prone to dropouts and other problems . farnsworth himself came to,london, to baird ' s [[ the crystal palace | crystal palace ]] laboratories in,N,N,N,Y,,,-1,48
658546502,2015-04-01,2015-04-22 17:22:09,0|72.24.216.137,http://en.wikipedia.org/w/index.php?&diff=658549760,658549760,3393,5002,6,262,out,TRUE," burns , russell , ' ' john logie baird , television pioneer ' ' .",london," : the [[ institution of electrical engineers ]] , 2000 . isbn 0 -",N,N,N,Y,,,-1,-1
658546502,2015-04-01,2015-04-22 17:22:09,0|72.24.216.137,http://en.wikipedia.org/w/index.php?&diff=658549760,658549760,14630,5086,6,262,out,TRUE," peter waddell , ' ' the secret life of john logie baird ' ' .",london," : hutchinson , 1986 . isbn 0 - 09 - 158720 - 4 .",N,N,N,Y,,,30,-1
658550368,2015-04-01,2015-04-22 17:22:37,9929111,http://en.wikipedia.org/w/index.php?&diff=658550368,658550368,3393,5002,255,7,rein,TRUE," burns , russell , ' ' john logie baird , television pioneer ' ' .",london," : the [[ institution of electrical engineers ]] , 2000 . isbn 0 -",N,N,N,Y,,,-1,-1
658550368,2015-04-01,2015-04-22 17:22:37,9929111,http://en.wikipedia.org/w/index.php?&diff=658550368,658550368,14630,5078,255,7,rein,TRUE," peter waddell , ' ' the secret life of john logie baird ' ' .",london," : hutchinson , 1986 . isbn 0 - 09 - 158720 - 4 .",N,N,N,Y,,,30,-1
658550368,2015-04-01,2015-04-22 17:24:02,0|72.24.216.137,http://en.wikipedia.org/w/index.php?&diff=658551597,658551597,3393,5002,4,256,out,TRUE," burns , russell , ' ' john logie baird , television pioneer ' ' .",london," : the [[ institution of electrical engineers ]] , 2000 . isbn 0 -",N,N,N,Y,,,-1,-1
658550368,2015-04-01,2015-04-22 17:24:02,0|72.24.216.137,http://en.wikipedia.org/w/index.php?&diff=658551597,658551597,14630,5078,4,256,out,TRUE," peter waddell , ' ' the secret life of john logie baird ' ' .",london," : hutchinson , 1986 . isbn 0 - 09 - 158720 - 4 .",N,N,N,Y,,,30,-1
658551621,2015-04-01,2015-04-22 17:24:04,13286072,http://en.wikipedia.org/w/index.php?&diff=658551621,658551621,3393,5002,256,4,rein,TRUE," burns , russell , ' ' john logie baird , television pioneer ' ' .",london," : the [[ institution of electrical engineers ]] , 2000 . isbn 0 -",N,N,N,Y,,,-1,-1
658551621,2015-04-01,2015-04-22 17:24:04,13286072,http://en.wikipedia.org/w/index.php?&diff=658551621,658551621,14630,5078,256,4,rein,TRUE," peter waddell , ' ' the secret life of john logie baird ' ' .",london," : hutchinson , 1986 . isbn 0 - 09 - 158720 - 4 .",N,N,N,Y,,,-1,-1
659750245,2015-04-01,2015-04-28 21:08:39,19372301,http://en.wikipedia.org/w/index.php?&diff=659750245,659750245,19681,1755,123,97,in,FALSE, pioneer | date = 2000 | publisher = institution of electrical engineers | location =,london, | isbn = 9780852967973 | page = 50 | url = https : /,N,N,N,Y,,,-1,-1
701787995,2016-01-01,2016-01-26 15:59:44,0|173.34.33.81,http://en.wikipedia.org/w/index.php?&diff=701788682,701788682,7687,2993,43,82,out,FALSE, signal over {{ convert | 438 | mi | km }} of telephone line between,london, and [[ glasgow ]] ; baird transmitted the world ' s first long -,N,N,N,Y,,,-1,-1
701802849,2016-01-01,2016-01-26 17:43:41,4358157,http://en.wikipedia.org/w/index.php?&diff=701802849,701802849,7687,2992,111,77,rein,FALSE, signal over {{ convert | 438 | mi | km }} of telephone line between,london, and [[ glasgow ]] ; baird transmitted the world ' s first long -,N,N,N,N,,,15,-1
722680954,2016-05-01,2016-05-29 15:34:36,17250336,http://en.wikipedia.org/w/index.php?&diff=722680954,722680954,21782,2518,47,54,in,FALSE," s first demonstration of the television at 22 frith street , westminster , w1 ,",london," ]] on 26 january 1926 , baird repeated the transmission for members of the",N,N,N,Y,Question,,-1,28
722685900,2016-05-01,2016-05-29 16:14:11,17250336,http://en.wikipedia.org/w/index.php?&diff=722685900,722685900,21840,5246,37,0,in,TRUE, pioneer lived here . jpg | thumb | right | blue plaque erected by greater,london," council at 3 crescent wood road , sydenham , london ]] australian television '",N,N,N,Y,Question,,-1,-1
722685900,2016-05-01,2016-05-29 16:14:11,17250336,http://en.wikipedia.org/w/index.php?&diff=722685900,722685900,21850,5256,37,0,in,TRUE," blue plaque erected by greater london council at 3 crescent wood road , sydenham ,",london, ]] australian television ' s [[ logie award ]] s were named in honour,N,N,N,Y,Question,,-1,-1
722686235,2016-05-01,2016-05-29 16:27:29,17250336,http://en.wikipedia.org/w/index.php?&diff=722687662,722687662,12696,2109,44,33,out,FALSE," to quit his workshop and he moved to upstairs rooms in [[ soho ]] ,",london," , where he made a technical breakthrough {{ clarify | date = july 2014",N,N,N,Y,,,-1,-1
768475174,2017-03-01,2017-03-04 00:56:52,3492060,http://en.wikipedia.org/w/index.php?&diff=768475174,768475174,22071,359,5,0,in,FALSE, example . com }} --> | footnotes = member of the [[ physical society of,london, | physical society ]] ( 1927 ) < br > member of the [[,N,N,Left,N,,,-1,-1
858355120,2018-09-01,2018-09-06 16:56:50,0|31.53.136.103,http://en.wikipedia.org/w/index.php?&diff=858364056,858364056,9360,1638,1,160,out,FALSE," > t . thorne baker , ' ' wireless pictures and television ' ' .",london," : constable & company , 1926 . , pp . 28 , 29 ,",N,N,N,Y,,,-1,-1
858364142,2018-09-01,2018-09-06 16:57:39,23551833,http://en.wikipedia.org/w/index.php?&diff=858364142,858364142,9360,1638,160,1,rein,FALSE," > t . thorne baker , ' ' wireless pictures and television ' ' .",london," : constable & company , 1926 . , pp . 28 , 29 ,",N,N,N,Y,,,-1,-1
866579002,2018-10-01,2018-10-31 06:09:28,31756405,http://en.wikipedia.org/w/index.php?&diff=866579002,866579002,23199,7467,26,0,in,FALSE, 049316 | text = documents and clippings about | name = baird television ltd (,london," ) }} {{ telecommunications }} {{ authority control }} {{ defaultsort : baird ,",N,N,N,Y,,,128,-1
203693,2002-02-01,2002-02-25 15:51:15,445,http://en.wikipedia.org/w/index.php?&diff=203693,203693,10,10,41,0,in,FALSE, ,scotland, ( [[ university of glasgow ]] ) was the first to demonstrate [[ television,N,N,N,N,,,-10,-10
544990571,2013-03-01,3/17/13 16:34,17930338,http://en.wikipedia.org/w/index.php?&diff=544990571,544990571,17824,171,2,0,rein,FALSE," | residence = [[ scotland ]] , [[ england ]] | nationality = scottish -",british, | other _ names = | citizenship = united kingdom | education = [[,Y,N,N,N,,,110,124
26479217,2005-10-01,2005-10-25 22:40:57,394460,http://en.wikipedia.org/w/index.php?&diff=26479217,26479217,2162,111,80,7,in,TRUE," ]] [[ lomond school ]] ) , helensburgh ; the [[ glasgow and west of",scotland, technical college ]] ( which later became the [[ university of strathclyde ]] ),N,N,N,N,,,-1,-1
34662413,2006-01-01,2006-01-10 21:30:28,285145,http://en.wikipedia.org/w/index.php?&diff=34662413,34662413,2513,1473,113,0,in,TRUE," place of birth = [[ helensburgh ]] , [[ argyll and bute ]] , [[",scotland, ]] | date of death = [[ june 14 ]] [[ 1946 ]] |,N,Y,N,Y,,,6,8
58531964,2006-06-01,2006-06-14 09:26:26,0|60.229.93.155,http://en.wikipedia.org/w/index.php?&diff=58549693,58549693,2162,132,6,64,out,TRUE," lomond school ]] ) , helensburgh ; the ' ' ' glasgow and west of",scotland, technical college ' ' ' ( which later became the [[ university of strathclyde,N,N,N,Y,,,-1,-1
58551262,2006-06-01,2006-06-14 09:45:38,264914,http://en.wikipedia.org/w/index.php?&diff=58551262,58551262,2162,132,64,6,rein,TRUE," lomond school ]] ) , helensburgh ; the ' ' ' glasgow and west of",scotland, technical college ' ' ' ( which later became the [[ university of strathclyde,N,N,N,N,,,-1,-1
58551262,2006-06-01,2006-06-15 06:18:56,0|60.229.93.155,http://en.wikipedia.org/w/index.php?&diff=58719960,58719960,2162,132,1,10,out,FALSE," lomond school ]] ) , helensburgh ; the ' ' ' glasgow and west of",scotland, technical college ' ' ' ( which later became the [[ university of strathclyde,N,N,N,N,,,-1,-1
58924214,2006-06-01,2006-06-16 11:06:21,264914,http://en.wikipedia.org/w/index.php?&diff=58924214,58924214,2162,132,10,1,rein,FALSE," lomond school ]] ) , helensburgh ; the ' ' ' glasgow and west of",scotland, technical college ' ' ' ( which later became the [[ university of strathclyde,N,N,N,N,,,-1,-1
544990571,2013-03-01,3/19/13 2:45,394460,http://en.wikipedia.org/w/index.php?&diff=545335820,545335820,17824,171,0,2,out,FALSE," | residence = [[ scotland ]] , [[ england ]] | nationality = scottish -",british, | other _ names = | citizenship = united kingdom | education = [[,Y,N,N,N,Cleaning,,110,124
545346162,2013-03-01,3/19/13 3:49,17930338,http://en.wikipedia.org/w/index.php?&diff=545346162,545346162,17824,171,2,0,rein,FALSE," | residence = [[ scotland ]] , [[ england ]] | nationality = scottish -",british, | other _ names = | citizenship = united kingdom | education = [[,Y,N,N,N,,,110,124
114564719,2007-03-01,2007-03-12 16:01:55,0|151.188.16.36,http://en.wikipedia.org/w/index.php?&diff=114565353,114565353,10,175,0,13,out,TRUE," = = baird was born in [[ helensburgh ]] , [[ argyll ]] , [[",scotland, ]] . he was educated at [[ larchfield school ]] ( now part of,N,Y,N,N,,,-1,-1
114565353,2007-03-01,2007-03-12 16:03:29,0|151.188.16.36,http://en.wikipedia.org/w/index.php?&diff=114565701,114565701,2162,190,0,67,out,TRUE," part of [[ lomond school ]] ) , helensburgh ; the glasgow and west of",scotland, technical college ( which later became the [[ university of strathclyde ]] ) ;,N,N,N,Y,,,-1,-1
114565915,2007-03-01,2007-03-12 16:04:38,292494,http://en.wikipedia.org/w/index.php?&diff=114565915,114565915,10,175,1667,0,rein,TRUE," = = baird was born in [[ helensburgh ]] , [[ argyll ]] , [[",scotland, ]] . he was educated at [[ larchfield school ]] ( now part of,N,Y,N,Y,,,-1,-1
114565915,2007-03-01,2007-03-12 16:04:38,292494,http://en.wikipedia.org/w/index.php?&diff=114565915,114565915,2162,203,1667,0,rein,TRUE," part of [[ lomond school ]] ) , helensburgh ; the glasgow and west of",scotland, technical college ( which later became the [[ university of strathclyde ]] ) ;,N,N,N,Y,,,-1,-1
118146408,2007-03-01,2007-03-27 00:48:25,3091591,http://en.wikipedia.org/w/index.php?&diff=118146408,118146408,5113,2513,37,0,in,TRUE, ] * [ http : / / www . virtualscotland . co . uk /,scotland, _ articles / famous - scots / john - logie - baird . htm,N,N,N,Y,,,-1,-1
118146408,2007-03-01,2007-03-27 00:48:25,3091591,http://en.wikipedia.org/w/index.php?&diff=118146408,118146408,5134,2534,37,0,in,TRUE, scots / john - logie - baird . htm john logie baird biography at virtual,scotland," ] {{ defaultsort : baird , john logie }} {{ persondata | name =",N,N,N,Y,,,-1,-1
545346162,2013-03-01,3/19/13 5:25,394460,http://en.wikipedia.org/w/index.php?&diff=545360182,545360182,17824,171,0,2,out,FALSE," | residence = [[ scotland ]] , [[ england ]] | nationality = scottish -",british, | other _ names = | citizenship = united kingdom | education = [[,Y,N,N,N,Cleaning,,110,124
157889232,2007-09-01,2007-09-14 17:52:32,0|209.232.155.39,http://en.wikipedia.org/w/index.php?&diff=157889660,157889660,10,160,1,397,out,TRUE," ]] . baird was born in [[ helensburgh ]] , [[ argyll ]] , [[",scotland, ]] . he was educated at [[ larchfield school ]] ( now part of,N,Y,N,Y,,,-1,-1
157889232,2007-09-01,2007-09-14 17:52:32,0|209.232.155.39,http://en.wikipedia.org/w/index.php?&diff=157889660,157889660,2162,188,1,397,out,TRUE," part of [[ lomond school ]] ) , helensburgh ; the glasgow and west of",scotland, technical college ( which later became the [[ university of strathclyde ]] ) ;,N,N,N,Y,,,-1,-1
546029278,2013-03-01,3/21/13 17:15,18680361,http://en.wikipedia.org/w/index.php?&diff=546029278,546029278,17824,171,2,0,rein,FALSE," | residence = [[ scotland ]] , [[ england ]] | nationality = scottish -",british, | other _ names = | citizenship = united kingdom | education = [[,Y,N,N,N,,,110,124
157889687,2007-09-01,2007-09-14 17:52:46,3378640,http://en.wikipedia.org/w/index.php?&diff=157889687,157889687,10,160,397,1,rein,TRUE," ]] . baird was born in [[ helensburgh ]] , [[ argyll ]] , [[",scotland, ]] . he was educated at [[ larchfield school ]] ( now part of,N,Y,N,Y,,,-1,-1
157889687,2007-09-01,2007-09-14 17:52:46,3378640,http://en.wikipedia.org/w/index.php?&diff=157889687,157889687,2162,188,397,1,rein,TRUE," part of [[ lomond school ]] ) , helensburgh ; the glasgow and west of",scotland, technical college ( which later became the [[ university of strathclyde ]] ) ;,N,N,N,Y,,,-1,-1
546029278,2013-03-01,3/21/13 18:05,128863,http://en.wikipedia.org/w/index.php?&diff=546042077,546042077,17824,171,0,2,out,FALSE," | residence = [[ scotland ]] , [[ england ]] | nationality = scottish -",british, | other _ names = | citizenship = united kingdom | education = [[,Y,N,N,N,Cleaning,,110,124
157889728,2007-09-01,2007-09-14 17:56:40,0|209.232.155.39,http://en.wikipedia.org/w/index.php?&diff=157890340,157890340,10,157,0,432,out,TRUE," ]] . baird was born in [[ helensburgh ]] , [[ argyll ]] , [[",scotland, ]] . he was educated at [[ larchfield school ]] ( now part of,N,Y,N,Y,,,-1,-1
157889728,2007-09-01,2007-09-14 17:56:40,0|209.232.155.39,http://en.wikipedia.org/w/index.php?&diff=157890340,157890340,2162,185,0,432,out,TRUE," part of [[ lomond school ]] ) , helensburgh ; the glasgow and west of",scotland, technical college ( which later became the [[ university of strathclyde ]] ) ;,N,N,N,Y,,,-1,-1
530841934,2013-01-01,2013-01-02 01:08:38,17930338,http://en.wikipedia.org/w/index.php?&diff=530841934,530841934,17616,181,3,0,ins,FALSE," | residence = [[ scotland ]] , [[ england ]] | nationality = scottish (",british, ) | other _ names = | citizenship = united kingdom | education =,Y,N,N,N,,,110,124
157890567,2007-09-01,2007-09-14 17:57:57,340124,http://en.wikipedia.org/w/index.php?&diff=157890567,157890567,10,157,432,0,rein,TRUE," ]] . baird was born in [[ helensburgh ]] , [[ argyll ]] , [[",scotland, ]] . he was educated at [[ larchfield school ]] ( now part of,N,Y,N,Y,,,-1,-1
157890567,2007-09-01,2007-09-14 17:57:57,340124,http://en.wikipedia.org/w/index.php?&diff=157890567,157890567,2162,185,432,0,rein,TRUE," part of [[ lomond school ]] ) , helensburgh ; the glasgow and west of",scotland, technical college ( which later became the [[ university of strathclyde ]] ) ;,N,N,N,Y,,,-1,-1
191653064,2008-02-01,2008-02-15 15:10:00,6393614,http://en.wikipedia.org/w/index.php?&diff=191653064,191653064,6258,1001,92,0,in,FALSE, station < ref > [ http : / / www . scotlandontv . tv /,scotland, _ on _ tv / video . html ? vxsiteid = 60fdd544 - 9c52,N,N,N,Y,,,-1,-1
530841934,2013-01-01,1/2/13 15:32,394460,http://en.wikipedia.org/w/index.php?&diff=530929542,530929542,17616,181,0,3,out,FALSE," | residence = [[ scotland ]] , [[ england ]] | nationality = scottish (",british, ) | other _ names = | citizenship = united kingdom | education =,Y,N,N,N,Cleaning,,110,124
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,6988,1004,3574,0,in,TRUE," ]] . baird was born in [[ helensburgh ]] , [[ argyll ]] , [[",scotland, ]] . he was educated at [[ larchfield school ]] ( now part of,N,Y,N,Y,,,0,59
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,7016,1032,3574,0,in,TRUE," part of [[ lomond school ]] ) , helensburgh ; the glasgow and west of",scotland, technical college ( which later became the [[ university of strathclyde ]] ) ;,N,N,N,Y,,,0,59
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,7728,4575,3574,0,in,TRUE, . < ref > [ http : / / www . scotlandontv . tv /,scotland, _ on _ tv / video . html ? vxsiteid = 60fdd544 - 9c52,N,N,N,Y,,,0,0
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,9759,6606,3574,0,in,TRUE, ] * [ http : / / www . virtualscotland . co . uk /,scotland, _ articles / famous - scots / john - logie - baird . htm,N,N,N,Y,,,0,0
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,9780,6627,3574,0,in,TRUE, scots / john - logie - baird . htm john logie baird biography at virtual,scotland, ] * [ http : / / www . google . com / patents,N,N,N,Y,,,0,0
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,9968,6815,3574,0,in,TRUE," place of birth = [[ helensburgh ]] , [[ argyll and bute ]] , [[",scotland," ]] | date of death = [[ june 14 ]] , [[ 1946 ]]",N,Y,N,Y,,,0,0
532618559,2013-01-01,1/11/13 23:43,17930338,http://en.wikipedia.org/w/index.php?&diff=532618559,532618559,17616,171,3,0,rein,FALSE," | residence = [[ scotland ]] , [[ england ]] | nationality = scottish (",british, ) | other _ names = | citizenship = united kingdom | education =,Y,N,N,N,,,110,124
202196221,2008-03-01,2008-03-31 01:34:36,1639760,http://en.wikipedia.org/w/index.php?&diff=202196770,202196770,6988,1004,30,316,out,TRUE," ]] . baird was born in [[ helensburgh ]] , [[ argyll ]] , [[",scotland, ]] . he was educated at [[ larchfield school ]] ( now part of,N,Y,N,Y,,,-1,-1
202196221,2008-03-01,2008-03-31 01:34:36,1639760,http://en.wikipedia.org/w/index.php?&diff=202196770,202196770,7016,1032,30,316,out,TRUE," part of [[ lomond school ]] ) , helensburgh ; the glasgow and west of",scotland, technical college ( which later became the [[ university of strathclyde ]] ) ;,N,N,N,Y,,,-1,-1
